	v7EBR1	v8EBR1	v12EBR1	v17EBR1	v7MBR1	v8MBR1	v12MBR1	v17MBR1	v7LBR1	v8LBR1	v12LBR1	v17LBR1	v7WBR1	v8WBR1	v12WBR1	v17WBR1	v7EHR1	v8EHR1	v12EHR1	v17EHR1	v7MHR1	v8MHR1	v12MHR1	v17MHR1	v7LHR1	v8LHR1	v12LHR1	v17LHR1	v7WHR1	v8WHR1	v12WHR1	v17WHR1	FemaleA1R1	FemaleA2R1	FemaleA3R1	FemaleA4R1	FemaleO1R1	FemaleO2R1	FemaleO3R1	FemaleO4R1	FemaleH1R1	FemaleH2R1	FemaleH3R1	FemaleH4R1	FemaleL1R1	FemaleL2R1	FemaleL3R1	FemaleL4R1	FemaleM1R1	FemaleM2R1	FemaleM3R1	FemaleM4R1	FemaleT1R1	FemaleT2R1	FemaleT3R1	FemaleT4R1	MaleA1R1	MaleA2R1	MaleA3R1	MaleA4R1	MaleC1R1	MaleC2R1	MaleC4R1	MaleH1R1	MaleH2R1	MaleH3R1	MaleH4R1	MaleL1R1	MaleL2R1	MaleL3R1	MaleL4R1	MaleM1R1	MaleM2R1	MaleM3R1	MaleM4R1	MaleT1R1	MaleT2R1
XP015521442.1	0	0	11.375	0	0	0	18.243	0	0	1.563	0	0	0	0	0	0	0	0	0	0.884	0	0	0	2.509	0	0	0	0	0	0	0	0	2.388	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.238	3.414	0	0	0	21.702	11.197	3.151	4.536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015596507.1	0	0	0	0	382.258	0	0	0	0	23.125	0	0	0	0	0	53.96	0	0	0	0	0	20.475	0	48.787	48.002	0	74.159	0	85.983	79.363	110.768	0	7.613	0	20.102	44.452	0	0	62.422	0	0	41.263	115.386	51.575	0	26.069	201.362	0	0	0	0	0	61.164	36.098	0	0	0	0	0	48.332	0	0	0	0	0	0	23.906	76.233	0	0	0	80.501	38.29	186.96	0	240.455	75.725
XP015524789.1	15.718	9.235	22.319	20.947	2.362	39.519	11.564	10.445	46.423	30.1	23.806	12.362	16.399	19.456	23.946	19.883	18.472	18.813	26.818	22.291	18.386	22.537	28.148	35.417	28.566	20.244	25.386	29.495	20.412	20.007	29.891	37.018	34.781	23.724	27.528	13.391	20.6	22.508	18.862	21.331	30.013	26.849	20.992	25.724	20.95	18.971	15.699	19.921	31.051	14.767	25.245	14.155	16.531	18.031	15.75	20.654	38.405	31.188	19.387	36.066	25.627	19.385	27.324	31.148	33.056	29.126	28.672	12.691	22.263	22.843	21.171	17.869	14.641	13.839	12.325	11.86	15.648
XP015520867.1	24.496	43.492	16.696	0	0	0	159.248	0	0	75.12	69.943	110.449	27.294	0	16.464	61.909	18.573	13.185	0	116.021	274.713	119.729	0	194.103	151.425	169.187	31.757	118.395	138.429	54.152	156.195	163.813	35.91	29.931	0	35.464	296.154	165.579	114.954	164.05	34.077	17.622	35.526	16.675	0	56.207	15.904	30.363	38.889	0	0	48.731	10.166	16.645	0	18.707	0	46.962	0	30.372	0	53.731	48.768	0	52.539	11.702	26.326	28.647	39.058	0	32.048	55.789	50.737	41.53	65.315	0	47.881
XP015524979.1	10.869	7.298	23.369	13.853	0	30.342	21.506	0	41.192	29.159	32.981	23.34	29.959	24.462	37.681	34.602	19.328	19.079	9.012	25.733	19.503	19.263	35.707	31.736	28.542	20.845	26.353	37.952	8.671	18.825	19.351	22.504	45.375	24.552	47.519	39.314	27.552	42.049	38.062	32.392	31.753	35.112	38.941	30.054	29.054	15.678	23.79	22.559	18.436	9.673	22.542	12.547	21.369	30.447	15.53	17.518	35.89	53.303	25.358	60.147	60.059	49.005	33.862	38.912	41.665	34.792	39.048	25.672	18.685	29.844	20.089	23.446	14.206	21.45	17.578	7.289	25.364
XP015524855.1	11.663	8.341	16.089	21.617	0	26.54	13.543	6.626	28.373	11.013	13.193	12.734	13.751	17.907	14.138	15.101	18.856	20.391	28.857	24.635	11.672	22.585	17.433	21.928	19.256	11.623	18.593	23.57	32.335	23.211	23.139	33.818	27.664	11.325	19.489	17.828	19.575	15.887	25.032	13.657	15.79	17.323	11.892	17.455	24.577	24.177	17.547	20.465	25.641	19.08	18.966	17.303	12.099	8.143	8.438	16.381	35.019	27.209	20.302	27.873	19.504	5.333	30.292	17.168	18.544	20.981	19.171	11.462	14.336	16.124	25.743	15.471	13.758	7.814	15.186	4.042	12.968
XP015521112.1	0	0	0	2.621	0	10.896	0	0	0	3.56	0	0	0	0	12.496	6.906	0	4.544	0	0	7.604	0	0	1.536	12.612	0	0	0	0	0.054	0	0	0.697	7.296	2.95	7.606	4.715	0	30.041	0	13.248	0	0	12.52	18.579	4.45	0	0	0	0	0	1.525	20.19	22.598	15.724	0	0	0	5.336	21.154	0	12.754	0	10.252	0	1.606	6.17	0	8.993	0	0	0	10.314	5.069	10.428	30.148	5.633
XP015516787.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.646	0	6.585	0	0	0	3.483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.709	0	4.653	2.595	0	0	0	0	0	0	0	0	0	0
XP015518204.1	1.421	0	0	0	0	0	0	0	0	0	0	0	0	14.586	15.709	0	0	6.493	0	0	0	10.399	0	3.269	0	0	0	0	5.033	0	0	9.86	10.178	0	6.21	3.326	0	0	0	0	0	0	0	9.238	0	0	0	0	8.313	0	0	0	1.613	0	0	0	0	4.564	0	0	0	0	0	0	0	0	0	0	2.666	0	0	0	0	0	5.805	0	0
XP015510222.1	26.586	14.895	53.878	27.253	14.599	40.713	38.075	13.478	24.528	36.453	15.993	18.307	39.603	33.217	43.239	36.488	47.491	47.541	43.179	46.526	30.417	48.083	55.378	53.624	48.565	46.35	40.38	52.084	44.011	67.193	97.972	78.681	51.201	52.341	52.775	46.745	53.135	53.908	67.286	41.373	25.486	22.029	30.924	28.41	30.096	56.023	51.852	57.401	74.034	69.536	56.815	75.862	30.695	27.445	31.36	26.214	56.35	53.489	40.375	55.209	72.018	66.615	54.926	18.92	13.539	26.003	29.729	65.351	67.959	62.661	71.133	70.54	83.996	90.908	85.598	24.118	25.676
XP015510422.1	64.751	45.279	66.082	62.861	88.667	49.54	62.066	37.962	50.417	43.819	55.497	54.448	14.88	20.512	17.229	24.466	56.925	41.02	38.697	41.734	60.024	66.046	64.863	54.779	39.417	41.989	32.371	36.307	27.366	35.156	29.629	23.886	44.197	57.052	52.043	68.757	50.718	32.491	32.817	30.222	42.669	38.658	32.007	37.78	53.652	33.186	41.775	41.679	41.325	47.449	31.991	37.259	45.944	44.32	46.002	45.03	49.078	38.166	66.724	36.212	32.05	27.387	15.129	44.687	29.595	38.272	45.716	47.962	31.201	29.615	35.816	46.877	43.842	34.902	45.804	30.28	46.019
XP015515027.1	3.846	2.83	7.432	5.616	7.729	6.73	6.188	4.605	4.319	5.369	2.69	4.29	3.707	3.032	3.313	3.222	8.282	5.457	10.088	7.498	4.374	7.496	5.309	7.314	7.085	8.912	8.009	9.047	6.782	5.504	6.621	6.805	3.133	3.151	4.246	3.098	4.745	4.371	3.805	2.369	7.097	6.364	4.052	4.582	1.053	3.416	2.906	2.147	2.78	3.001	2.044	2.682	3.782	3.217	3	3.188	2.822	3.489	4.218	2.829	1.665	1.495	2.026	3.336	2.751	5.927	2.371	3.782	1.819	3.448	3.473	6.551	3.493	4.026	4.871	1.855	1.35
XP015523693.1	53.047	37.683	49.69	31.943	11.808	32.09	39.072	27.629	27.948	26.366	14.888	24.724	16.789	25.504	31.075	20.376	61.08	47.636	37.961	30.459	33.183	52.237	48.3	33.137	34.118	39.769	35.851	16.36	34.385	29.823	28.239	14.358	49.999	51.303	57.331	82.366	48.142	45.86	56.222	44.486	47.391	46.186	57.475	59.412	46.474	42.822	51.078	36.164	42.516	26.31	48.882	38.844	40.05	50.632	41.567	35.719	24.394	50.252	68.756	40.565	30.852	25.664	13.713	49.606	29.064	55.053	64.273	69.704	27.486	35.068	37.294	59.626	50.167	64.233	41.479	7.09	31.548
XP015518560.1	2.299	1.489	1.878	0.69	0	4.166	4.294	0	3.196	1.491	7.444	2.263	8.95	1.512	4.904	7.654	7.594	3.964	3.618	10.755	4.533	7.682	11.066	7.156	5.674	6.291	11.539	8.87	2.436	6.902	3.133	4.54	4.087	5.06	3.658	7.676	7.977	9.543	6.751	7.703	2.411	11.958	19.582	8.722	0.989	5.757	6.74	8.361	9.118	17.712	5.835	15.538	5.941	11.231	9.521	14.635	1.661	9.684	2.287	7.523	9.247	7.363	0	6.972	1.533	4.653	8.115	5.927	2.021	2.21	3.733	13.634	3.787	11.901	6.74	6.825	5.353
XP015510371.1	21.946	21.15	71.414	17.617	23.401	47.88	35.167	6.739	50.093	45.989	28.67	12.531	65.083	50.256	57.89	60.254	39.89	48.121	39.186	30.115	41.624	55.061	47.943	53.347	78.761	52.271	68.167	49.265	36.885	69.978	47.892	60.717	54.519	48.639	66.388	61.834	29.243	35.914	27.197	36.346	29.919	37.361	30.374	31.075	20.982	32.656	27.419	30.184	61.585	49.647	44.02	62.518	35.816	36.371	29.802	41.159	96.528	91.602	85.018	74.047	23.52	26.989	19.194	28.366	18.058	21.778	31.249	52.941	40.396	47.592	84.203	56.448	40.147	56.962	39.589	31.076	29.387
XP015513063.1	137.403	113.646	189.823	166.197	110.244	141.557	199.994	123.881	126.985	162.221	100.05	139.7	89.286	123.651	99.84	119.863	139.95	142.129	88.559	95.424	122.533	178.641	86.947	157.879	104.328	121.267	97.467	141.522	81.035	123.13	92.663	95.429	72.318	83.143	64.829	72.756	114.586	74.704	48.418	81.372	136.772	98.598	73.968	68.029	75.432	41.611	40.943	43.042	124.608	115.22	43.216	76.133	140.123	121.019	89.223	97.412	38.727	50.544	88.118	48.966	71.232	73.899	54.228	65.856	67.331	87.188	107.575	44.47	33.917	36.452	26.525	85.665	63.576	88.997	69.046	109.46	228.89
XP019888837.1	1.547	5.66	0	4.591	0	7.531	2.874	0	0	1.968	0	2.263	1.797	0	2.467	0.764	0	0	0	1.349	0	1.163	0	1.385	4.093	0	0	3.49	0	2.258	3.474	3.907	2.861	4.167	4.596	0.42	1.233	6.979	0	0	3.783	3.81	4.373	3.002	1.989	2.967	1.636	0	0	2.094	0	1.961	1.735	2.054	0	0	0	7.31	0	6.877	0	7.774	0	4.87	6.218	4.27	5.586	2.169	8.13	1.483	4.158	0	5.442	0	0	0	1.077
XP015514238.1	0	0	0	0	0	1.034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.616	0	0	0	0	0	0	0	1.161	0	0	0	1.009	0	1.278	0	0	0	0	0	0.872	0	0.353	0	0.728	0	0	0	2.031	0	0.954	0	1.989	0	1.511	0	0	0	0	0	0	0	0	0	0.822	0	0	0	2.867	0	2.219	0	0	0	0	0
XP015516215.1	1.254	0.596	2.298	1.557	0	2.622	0.761	2.359	3.558	11.866	4.054	4.155	35.133	53.686	77.204	47.476	0.25	0.97	0.736	0.828	0.106	0.303	0	0.657	1.443	0.64	0.856	2.834	1.288	1.258	1.927	2.379	7.453	4.181	5.558	7.369	16.054	3.542	5.771	2.079	1.271	1.848	3.232	2.312	0.404	1.722	1.993	4.258	1.246	0.426	0.796	0.601	1.98	2.923	1.293	2.832	0	1.486	0.483	1.122	0	4.739	1.165	0	0.812	1.039	1.52	0.572	0.415	0.299	1.275	3.725	0	0.271	1.303	0	0.658
XP015517859.1	0	0	0	0	0	0	0.609	0	0	0	0	0	0	0	0	0	0	2.424	0	0	0	2.17	3.442	0	0	0	0	5.476	0	0	0.76	0	0.192	0	0	2.494	2.109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.938	0	0	0	0	0	0	0	0	0	0	2.367
XP015509735.1	0	0	0	0.236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0.136	1.002	0.278	0.604	23.882	6.135	25.842	30.977	1.502	0.471	1.049	0.116	0.319	0.238	0.131	14.599	0	3.015	0.628	0.473	15.022	4.273	8.676	10.901	0	0	0	0.219	0	0	0	0	0.492	0.95	0.219	0.172	0	0	0	0	0.521	0.21	0	0	0
XP015511703.1	0	0	0	0	0	0	0	0	1.361	0	0	0	0	1.425	0.524	3.23	0	0	0	0.567	0	0.244	0	0.586	0	0	0	0	0	0	0	0	0.184	0	0.239	0.534	0	0	0	0	0	0.493	0	0.311	0	0.313	0	1.011	0	0	0	0.413	0	0	0	0	0	1.021	0	0	0	0	0	0	0.646	0	0.571	0	0	0	0	0	0.46	0	0	0	0
XP015513365.1	0	2.085	5.74	2.227	0	0.787	0	0	0	7.134	0	0	4.688	9.941	12.094	12.993	0	1.892	0	2.53	1.303	0.371	0	4.101	2.788	3.521	2.699	9.586	6.6	3.021	8.731	6.951	9.521	4.9	2.886	2.311	4.188	9.176	1.174	6.3	2.354	5.25	3.673	2.196	8.37	5.015	6.769	2.422	7.384	3.287	2.642	1.277	3.706	0	1.249	4.618	2.741	4.603	4.192	11.864	8.293	0.862	13.767	5.305	1.865	2.282	5.58	3.648	4.748	4.134	1.388	9.01	3.567	0.976	3.681	0	1.536
XP015518824.1	3.511	1.638	4.317	7.015	18.678	14.144	51.076	19.43	5.53	7.149	17.099	13.038	6.181	0	7.764	1.321	16.239	18.48	10.407	10.829	123.398	51.299	186.697	62.228	81.998	84.178	37.402	37.908	0	6.784	4.51	2.234	8.543	8.944	2.942	3.86	2.119	3.99	0	1.772	1.076	0.838	0	0.211	0	1.272	0.935	0	0.874	2.394	1.118	1.119	1.66	0.589	1.83	0.885	0	2.786	1.372	1.573	0	13.341	16.382	0	0	0.484	0	2.482	1.164	0.85	0	6.551	3.113	0	2.152	0	0.618
XP015510273.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75	4.961	0	0	0	0	0	3.055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP020297287.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.792	0	0	0	19.849	0	14.194	0	0	0	0	0	0	0	0	3.686	0	0	7.185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015513581.1	0	0	0	0	0	0	0	0	0	0	0	0	7.049	0	0	7.511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.656	6.12	1.121	0	0	6.83	0	0	0	0	0	0	0	0	0	0	0	4.097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.447	0	0	0	0	0	4.216
XP015520920.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72	0.627	0	1.619	0	0.655	0	1.765	0.929	0	0	0	0.483	0.634	1.613	1.943	0.922	0	0	0	0	0	0	0	3.545	7.982	4.109	9.554	0	0	0	0	0	0	0	0	0	0	0	0	0.693	0	0	0	0	0.516	0	2.656	3.484	2.887	9.555	0	0	0	0.748	0	0	0	0	0	1.23
XP015514168.1	0	0	4.608	0	0	0	0	0	0.574	0	0	0.946	9.94	0	8.67	1.376	0	1.293	0.644	0	1.595	0	0	1.488	0	1.5	0	0	0	1.387	0	0	0	0	0	0	0	4.02	0	0	0	0.23	0	2.312	0	3.709	0	1.716	0	0.475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.804	0.626	0	0	0	0	0	0	0	0	0	1.024
XP015520595.1	12.959	9.384	27.359	9.222	0	13.532	14.185	1.572	14.08	17.452	5.454	7.465	23.63	50.003	40.822	33.783	22.275	24.213	20.892	29.584	23.77	29.612	16.224	36.422	27.629	19.474	23.072	30.521	24.747	28.243	21.107	27.21	21.189	14.533	13.756	24.086	19.903	22.896	18.444	38.13	8.888	22.143	14.654	23.465	5.445	15.202	5.367	15.765	20.934	20.05	6.417	22.285	16.965	23.015	15.715	20.332	11.512	13.332	23.478	25.934	9.44	12.401	4.702	9.32	12.63	10.695	31.042	6.224	5.562	6.895	10.951	3.755	10.424	16.346	20.552	7.487	18.255
XP015521848.1	5.601	3.575	10.045	8.335	2.147	10.648	7.067	2.583	9.012	10.159	0	6.316	15.496	34.512	22.365	17.743	4.06	0	4.035	8.81	7.312	7.125	0	5.525	7.451	12.243	0	22.374	0	16.341	19.665	19.46	15.948	18.279	10.798	16.419	12.065	16.425	9.715	18.661	10.194	0	8.31	4.54	13.793	18.114	9.675	16.255	15.608	16.672	14.081	13.607	11.656	8.143	7.805	0	28.844	28.111	7.216	22.569	14.99	13.106	7.358	16.615	19.397	17.546	18.606	8.088	15.888	12.149	17.987	0	8.739	14.815	17.125	16.697	10.886
XP015510852.1	2.425	0	0	0	3.006	1.573	8.792	0	0	0	2.985	0	0	0	0	0	0	0	0	0	0.372	0	5.325	0	0	0	0	0	7.019	0	3.723	3.491	0	0	0	0	0	0	0	0	0	0	0	0	0.872	2.089	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	3.195	0	0	0	0	0	0	0	0	1.115	0	0	0	0
XP015509934.1	0	0.745	5.472	4.848	11.915	6.176	0	0	5.63	9.001	0	12.666	27.155	56.761	44.125	24.561	6.043	6.217	4.651	4.075	2.26	2.932	0	4.314	8.454	4.351	5.279	8.959	39.804	27.114	47.8	16.364	30.197	17.053	8.556	10.327	7.639	6.128	5.765	9.975	13.292	6.123	1.765	3.697	21.865	13.147	10.982	5.526	32.881	13.19	14.081	9.181	6.761	12.595	6.494	4.589	19.847	18.082	26.501	31.213	5.387	10.163	10.847	9.257	8.666	12.224	6.765	12.284	12.877	16.241	9.943	14.099	11.681	10.084	13.083	0	8.333
XP015514973.1	152.327	60.323	99.123	123.554	155.651	244.046	204.694	156.34	385.811	353.384	748.437	299.632	709.407	1558.619	1262.086	1519.412	134.177	126.263	104.17	71.002	154.24	184.349	200.611	123.903	211.403	281.092	234.885	199.76	399.425	442.895	461.059	389.019	899.629	1212.313	1229.851	898.071	452.109	546.668	391.623	240.718	299.564	192.284	206.507	172.679	747.887	515.421	640.794	369.377	342.691	308.825	321.601	240.013	321.032	488.307	467.178	340.866	1247.744	734.117	1059.347	646.618	1157.577	1269.831	1236.23	230.678	167.374	194.293	178.45	838.159	598.409	641.191	456.689	701.731	552.627	393.357	461.908	261.128	504.205
XP015524234.1	94.389	66.877	83.174	78.29	65.481	91.594	100.394	82.213	32.342	108.504	79.782	110.483	52.903	63.374	42.121	43.251	85.284	61.791	83.257	56.778	59.013	89.931	57.051	72.606	67.527	96.391	70.679	72.805	50.643	65.398	61.369	42.005	28.265	31.55	22.249	31.823	47.356	25.938	22.346	25.16	34.114	30.94	20.975	24.444	37.019	24.892	23.002	28.91	50.141	58.287	23.721	30.662	21.199	19.855	18.205	15.847	9.029	19.368	25.002	27.799	21.824	28.647	35.271	9.944	12.384	18.413	27.638	14.68	21.558	27.44	28.678	6.978	22.35	34.048	35.801	11.397	28.243
XP015515157.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.717	0	0	0	1.62	0	0	0	0	6.127	0	0	0	0	1.73	1.312	0	0	0	0.679	0	0.075	0	0	0	5.346	0	0	1.481	0	0	0	0	0	0	0	0	3.303	0	0	0.961	0	2.687	0	0	0	0	0	4.339	1.152	2.393	0	0
XP015514699.1	0.334	1.192	0	2.01	0	4.72	1.268	1.235	4.232	3.603	0	3.006	1.58	3.712	2.709	4.877	1.895	2.101	7.972	1.479	2.473	3.45	0	3.649	4.19	3.471	1.849	2.295	2.683	2.967	3.107	3.418	6.307	5.713	4.89	2.582	3.79	4.207	0.78	4.073	3.971	5.721	3.118	3.697	2.18	5.035	4.483	5	1.342	3.671	1.715	2.367	2.414	0.675	0.704	3.733	9.996	4.802	5.742	11.144	2.912	2.271	2.514	4.982	2.362	2.422	2.535	1.425	5.349	3.577	10.424	3.515	2.384	2.623	4.326	0	1.177
XP015513299.1	16.136	0	22.541	10.326	9.446	12.993	13.847	0	11.946	11.823	9.065	0	5.217	9.182	0	15.785	24.615	12.786	0	16.839	11.699	17.767	18.361	12.523	7.729	28.796	20.112	23.865	18.223	12.256	15.588	21.434	13.183	18.57	9.709	17.128	28.308	14.938	17.192	19.82	22.389	14.73	15.852	20.957	25.47	41.196	39.409	38.676	24.568	8.619	14.372	17.724	23.575	16.796	21.725	24.703	16.591	14.898	17.176	16.387	23.713	30.057	45.448	35.801	43.152	2.001	15.093	30.291	42.035	27.405	25.38	10.126	15.523	19.43	29.019	0	35.232
XP015522281.1	41.718	27.108	79.138	52.771	6.87	98.498	50.299	27.854	106.464	66.9	41.973	32.189	500.999	501.953	967.63	656.218	19.598	19.754	27.717	17.611	3.576	13.379	23.551	15.112	15.31	16.074	31.093	19.378	127.579	141.031	163.471	186.193	29.467	24.697	22.058	16.752	133.545	219.382	202.935	282.648	116.066	166.038	136.034	142.863	19.919	17.522	21.11	0	51.489	35.354	35.812	31.781	131.278	335.376	241.544	406.274	39.695	39.971	24.596	37.017	656.83	347.461	379.416	101.811	88.718	73.428	56.079	17.365	29.027	28.712	49.373	42.604	45.086	36.217	54.335	140.735	182.566
XP015518716.1	0	0	0	0	0	0	0	0	0	0	0	0	0	19.658	15.266	0	0	3.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.76	0	0	0	2.517	0	0	0	0	0	0	0	0	0	0	3.126
XP015509628.1	0	0	24.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.932	0
EZA57556.1	55.43	43.641	90.198	59.215	22.435	31.711	91.738	15.05	22.781	40.939	16.177	29.554	302.104	306.551	275.414	262.711	99.729	56.8	41.834	66.602	60.13	75.897	59.058	86.578	53.146	67.655	82.1	74.052	409.609	337.482	223.411	303.772	180.843	177.291	207.227	224.045	211.03	179	245.001	229.8	69.469	98.885	169.668	235.304	229.093	278.094	301.817	377.876	1623.415	1412.79	1195.331	2181.834	209.473	222.5	145.422	218.785	84.791	90.554	150.446	179.989	97.889	226.587	363.149	49.297	31.329	64.174	143.541	252.227	187.066	158.373	309.698	193.09	396.58	242.261	890.288	62.482	387.708
XP015513852.1	1.881	1.638	0	5.064	0	0	0	0	0	0.463	0	0	0	0	0	0	0	0.827	4.538	5.052	0	0	0	0.301	0	0	1.16	5.756	0	0	0	1.07	0	0	0	0	0	0	0.974	0	0.859	0	0	0	0	0	0	0	0.84	0	0	0	0	0.567	0	0	1.935	0	0	0	3.498	5.137	0	0	0	0	0	0	0	0.815	0	0	0	0	0	0	0
XP015521417.1	3.804	0	2.427	3.153	4.938	6.773	18.209	9.097	12.732	3.994	0	0	5.66	23.826	5.256	11.561	10.433	12.891	3.363	0	4.015	12.979	8.509	7.022	7.37	6.061	7.351	11.136	19.5	20.405	4.208	13.475	5.161	3.913	8.198	10.074	19.983	9.954	0	15.378	6.13	5.365	3.731	7.822	8.689	8.057	6.492	14.132	10.591	12.548	5.199	18.813	18.662	12.466	5.297	14.112	2.564	1.327	15.347	1.195	8.536	4.504	15.129	5.108	5.846	2.441	3.647	9.254	2.371	6.08	3.943	8.425	12.257	6.099	17.904	0	4.203
XP015519287.1	2.299	1.489	5.717	3.094	0	2.709	15.994	2.808	1.623	3.98	2.506	6.89	8.178	3.415	5.599	5.418	1.248	1.816	5.508	8.875	9.479	21.452	0	15.405	13.093	13.573	15.962	8.804	17.278	9.687	13.517	20.675	9.833	1.575	7.498	15.097	10.583	11.441	16.127	18.764	10.721	10.065	19.319	27.573	1.01	14.215	17.342	13.331	6.957	4.229	11.845	36.665	15.805	11.396	8.861	19.54	3.531	2.454	8.41	3.463	20.103	11.768	5.779	15.564	3.884	14.582	31.905	12.582	9.233	8.238	12.634	2.309	5.497	8.722	17.543	6.891	19.019
XP020707862.1	8.319	7.596	31.933	10.227	13.311	12.687	18.902	3.819	2.147	3.589	5.564	5.337	0.998	1.129	0.272	0.342	12.496	14.507	13.352	8.726	10.502	9.333	2.476	11.637	5.927	2.821	3.518	10.479	0	0.247	0	0.436	0.649	1.278	4.262	2.486	0.408	0.777	2.964	0.517	0.556	0.786	2.676	1.917	0.67	3.137	15.743	8.552	1.872	4.194	10.666	11.578	0.519	0.115	0.889	2.757	0.387	0.265	0	0	3.548	4.184	2.547	1.626	2.568	1.988	3.708	1.206	2.715	2.638	2.226	3.568	9.205	1.925	7.632	1.524	0.958
XP015523244.1	0	0	0	0	0	1.544	0	0	0	0	0	0	0	0	0	0	0	1.721	0	0	2.313	0.831	0	1.195	0	0	0	0	0	0	0	0	0	2.991	0	0.604	0	0	0	0	1.791	2.525	1.57	1.58	0	0	0	0	0	0	0	0	0.83	0	0	2.223	0	0	0	0	0	0	0	0	0	0	6.826	0	0	0	0	0	0	0	0	0	1.543
XP015512692.1	0	0	0	0	0	0	0	0	0	23.125	0	0	0	0	0	0	0	0	0	95.107	283.035	20.475	0	302.466	2592.167	333.813	74.159	122.638	0	0	0	0	0	0	20.102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.891	23.906	0	0	0	0	0	0	0	0	0	37.859
XP015514579.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.053	0	0	0	0	0	0	22.056	0	0	0	0	0	0	0	0
XP015521847.1	4.598	2.83	8.319	5.833	8.695	4.953	4.616	2.246	4.519	5.542	8.992	3.209	14.428	24.426	25.718	19.223	15.585	11.027	13.119	8.94	6.554	11.904	8.919	12.626	7.117	7.612	12.259	8.39	8.328	20.577	11.367	15.252	28.458	28.61	44.115	40.619	38.822	44.044	48.382	63.335	15.53	24.926	39.016	52.101	16.771	50.96	53.123	70.517	28.539	40.721	43.515	35.613	39.041	46.906	37.739	49.665	43.564	42.491	39.638	48.21	44.701	56.348	60.834	33.825	47.516	27.259	41.552	58.657	52.153	35.678	67.728	37.62	46.919	37.83	59.128	28.757	70.345
XP015524131.1	8.151	1.936	3.792	10.247	0	14.377	3.855	0	23.667	10.549	3.317	6.08	10.834	11.316	10.724	12.309	9.9	12.796	2.428	7.229	7.538	12.07	4.958	10.94	7.297	6.341	11.278	2.332	6.536	14.331	14.736	5.216	32.264	24.377	29.047	17.46	13.199	17.486	26.103	16.571	39.68	38.434	41.675	30.638	22.631	17.345	20.782	24.084	23.543	18.201	31.386	10.496	11.627	19.209	19.2	11.39	51.561	47.24	25.485	39.517	35.498	22.518	30.631	56.417	63.801	55.117	40.44	18.117	35.332	23.799	23.426	16.835	27.657	36.427	18.839	9.144	14.397
XP018311298.1	0	0	0	0	0	2.855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.211	0	0	0	0	0	0	0	0	0	2.241	0	0	0	0	0	0	0	1.954	0	0	0	0	0	0	0	0	1.547	0	0	0	0	0	0	3.658	0	0	0	0	0	2.263	0	0	0	0	0	0	0	0	0	0	0
